ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0000894189-26-007976	0001604813	Abacus FCF ETF Trust	811-22995	549300GRT204D6PN7T64	2101 Park Center Drive	Suite 290	Orlando	US-FL	US	32835	212-217-2597
0000894189-26-007978	0001604813	Abacus FCF ETF Trust	811-22995	549300GRT204D6PN7T64	2101 Park Center Drive	Suite 290	Orlando	US-FL	US	32835	212-217-2597
0002048251-26-002380	0001807333	Wilshire Private Assets Master Fund	811-23607	549300G16JRWI5O36637	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	6106761000
0001410368-26-027948	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001410368-26-027952	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001410368-26-027955	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001410368-26-027965	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001410368-26-027974	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001410368-26-027978	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001410368-26-027976	0000787623	TRANSAMERICA FUNDS	811-04556	54930088ZHZE1VMYEY52	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0000005138-26-000012	0000005138	AMERICAN GROWTH FUND INC	811-00825	2549000VCV26WP3TLK04	1636 N Logan Street		Denver	US-CO	US	80203	303-626-0600
0000745968-26-000032	0000745968	Federated Hermes Equity Funds	811-04017	254900QLYYRKC7NVWP04	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	8003417400
0000894189-26-009470	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009506	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009455	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009493	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009477	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009519	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009503	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009481	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0002071691-26-007548	0000081264	Putnam Income Fund	811-00653	3TKDW1UO376UZIMY9G60	100 Federal Street		Boston	US-MA	US	02110	617-292-1000
0000894189-26-009526	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009512	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009522	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009467	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009502	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009549	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009536	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009556	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009542	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009490	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009521	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009501	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0002000324-26-000454	0000722885	Pear Tree Funds	811-03790	549300NANVEIFBMHLV32	55 OLD BEDFORD ROADSUITE 202		Lincoln	US-MA	US	01773	8003311244
0000894189-26-003961	0001511699	Managed Portfolio Series	811-22525	254900SQ3GG01NP4WM65	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1712
0001410368-26-015725	0000816153	THORNBURG INVESTMENT TRUST	811-05201	5493001XM52H8S4WYY82	2300 NORTH RIDGETOP ROAD		SANTA FE	US-NM	US	87506-8361	505-984-0200
0001410368-26-015731	0000816153	THORNBURG INVESTMENT TRUST	811-05201	5493001XM52H8S4WYY82	2300 NORTH RIDGETOP ROAD		SANTA FE	US-NM	US	87506-8361	505-984-0200
0000940400-26-006935	0001329377	First Trust Exchange-Traded Fund	811-21774	549300MZB4XDLRWOC672	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-006942	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006939	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006930	0001510337	First Trust Exchange-Traded AlphaDEX Fund II	811-22519	549300HROUDUV84QFV64	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	(630) 765-8000
0000940400-26-006945	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006948	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006938	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006956	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006957	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0000940400-26-006959	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0001193125-26-063254	0001821505	E-Valuator Funds Trust	811-23606	549300CCO563RC43JL59	7760 France Avenue South, Suite 925		Bloomington	US-MN	US	55435	8556219877
0000932381-26-000041	0000932381	TRIBUTARY CAPITAL MANAGEMENT, LLC	811-08846	2549000T9YMVQWFGOI81	1620 DODGE STREET		OMAHA	US-NE	US	68197	800-662-4203
0000940400-26-006962	0000795259	MoA Funds Corp	811-05084	2549004TRCWJFA4VU540	320 Park Avenue		New York	US-NY	US	10022	212-224-1600
0001410368-26-016056	0001320615	Mercer Funds	811-21732	549300J7JB6PJ2JIIB11	99 HIGH STREET		BOSTON	US-MA	US	02110	617-747-9500
0000940400-26-006989	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0000940400-26-006992	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0000940400-26-006996	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0000940400-26-006997	0001580353	Forethought Variable Insurance Trust	811-22865	5493006EQMR1BNKF6A36	10 West Market Street	Suite 2300	Indianapolis	US-IN	US	46204	877-355-1820
0001410368-26-020667	0000917100	INDIA FUND, INC.	811-08266	5493008XCB4X3JFQPB87	1900 Market Street	Suite 200	PHILADELPHIA	US-PA	US	19103	215-405-5700
0000940400-26-008877	0000837276	Voya Investors Trust	811-05629	549300LPMGZECCP9KQ67	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-366-0066
0000940400-26-008880	0000814679	Advanced Series Trust	811-05186	549300VWSUPW8FKG9V43	655 Broad Street		Newark	US-NJ	US	07102-4077	1-888-778-2888
0000940400-26-008908	0000814679	Advanced Series Trust	811-05186	549300VWSUPW8FKG9V43	655 Broad Street		Newark	US-NJ	US	07102-4077	1-888-778-2888
0000940400-26-008921	0000837276	Voya Investors Trust	811-05629	549300LPMGZECCP9KQ67	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-366-0066
0000940400-26-008917	0000711175	Prudential Series Fund	811-03623	5493007AGJZME68YC130	655 Broad Street		Newark	US-NJ	US	07102-4077	1-888-778-2888
0002048251-26-001701	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0000940400-26-009100	0001039001	Voya Partners Inc	811-08319	5493008K4FXFGU5VMN14	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-992-0180
0000940400-26-009117	0000837276	Voya Investors Trust	811-05629	549300LPMGZECCP9KQ67	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-366-0066
0000940400-26-009115	0001039001	Voya Partners Inc	811-08319	5493008K4FXFGU5VMN14	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-992-0180
0000940400-26-009125	0000837276	Voya Investors Trust	811-05629	549300LPMGZECCP9KQ67	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-366-0066
0001410368-26-020769	0002033620	Coller Private Credit Secondaries	811-24003	213800WK6OX93W5XFA80	950 Third Avenue		New York	US-NY	US	10022	212-644-8500
0000910472-26-003425	0001537140	NORTHERN LIGHTS FUND TRUST III	811-22655	549300PPUECJSQFBYV98	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0000940400-26-009113	0001039001	Voya Partners Inc	811-08319	5493008K4FXFGU5VMN14	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-992-0180
0000910472-26-003420	0001944664	Nomura Alternative Income Fund	811-23826	549300A59FYTUHL9TJ86	Worldwide Plaza 	309 West 49th Street 	New York	US-NY	US	10019	212-667-9000
0001213900-26-021584	0000803020	OBERWEIS FUNDS	811-04854	549300PK13EJ83VPPR97	3333 Warrenville Road	Suite 500	Lisle	US-IL	US	60532	800-245-7311
0001193125-26-082575	0001559992	Stone Ridge Trust	811-22761	549300MJ41489Q5JST27	One Vanderbilt Avenue	65th Floor	New York	US-NY	US	10017	855-609-3680
0000940400-26-009225	0001578987	ArrowMark Financial Corp.	811-22853	549300IG3L8MH4JMIN52	100 Fillmore Street	Suite 325	Denver	US-CO	US	80206	(303) 398-2929
0000940400-26-009261	0001015965	Voya VARIABLE PORTFOLIOS INC	811-07651	549300RRSJVUNTELG112	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-992-0180
0000940400-26-009260	0001015965	Voya VARIABLE PORTFOLIOS INC	811-07651	549300RRSJVUNTELG112	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-992-0180
0000894189-26-007421	0001970751	Advisor Managed Portfolios	811-23859	529900AK253W8LJALD89	615 East Michigan Street		Milwaukee	US-WI	US	53202-5210	4142873700
0001410368-26-021571	0001447247	Partners Group Private Equity Fund, LLC	811-22241	549300N7WFXPO5N0PY84	1114 AVENUE OF THE AMERICAS	37TH FLOOR	NEW YORK	US-NY	US	10036	212-908-2600
0000894189-26-009514	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009504	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009507	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009459	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0002071691-26-007559	0000809707	Franklin Investors Securities Trust	811-04986	549300XUGIR9DEQFV548	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0000894189-26-009527	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0002071691-26-007570	0000856119	Franklin Value Investors Trust	811-05878	549300RD0PTCJOMRSV24	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0001478482-26-000106	0001478482	John Hancock Exchange-Traded Fund Trust	811-22733	5493009IOCA1ISM4Y592	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001478482-26-000102	0001478482	John Hancock Exchange-Traded Fund Trust	811-22733	5493009IOCA1ISM4Y592	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0000105377-26-000038	0000105377	AIM Equity Funds (Invesco Equity Funds)	811-01424	549300CXRF73Z5A8HZ29	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001209466-26-000438	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001209466-26-000436	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001209466-26-000449	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001209466-26-000445	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0000940400-26-012057	0000929523	Prudential Investment Portfolios, Inc. 17	811-07215	54930028RC1CXKGYQ890	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0001099263-26-003704	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003706	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003723	0001795351	T. Rowe Price Exchange-Traded Funds, Inc.	811-23494	549300XZPUK24E1UMH17	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001410368-26-034016	0000930007	PACE SELECT ADVISORS TRUST	811-08764	549300TPB2UX3QR3SC50	1285 Avenue of the Americas		New York	US-NY	US	10019	212-821-3000
0001410368-26-034026	0001060517	UBS SERIES FUNDS	811-08767	54930058UKPXVB81RJ71	1285 Avenue of the Americas		New York	US-NY	US	10019	212-821-3000
0001410368-26-034028	0000930007	PACE SELECT ADVISORS TRUST	811-08764	549300TPB2UX3QR3SC50	1285 Avenue of the Americas		New York	US-NY	US	10019	212-821-3000
0000035402-26-001282	0000354046	Fidelity Charles Street Trust	811-03221	SG47DUH2I0FYWTB12921	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001296	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001329	0000831016	Variable Insurance Products Fund II	811-05511	D8TUF5IXYLDDLCD6AV58	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001337	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001338	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001345	0000927384	Variable Insurance Products Fund III	811-07205	C88PZA3GJP7OWPNW6V03	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001309	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001352	0000356494	Variable Insurance Products Fund	811-03329	549300DXU3EB0NDEJ256	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001350	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001354	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0002071691-26-003418	0001969995	Nomura ETF Trust	811-23890	2549000D4NFBOFE18T49	100 Independence	610 Market Street	Philadelphia	US-PA	US	19106-2354	800-523-1918
0002071691-26-003420	0001969995	Nomura ETF Trust	811-23890	2549000D4NFBOFE18T49	100 Independence	610 Market Street	Philadelphia	US-PA	US	19106-2354	800-523-1918
0000035402-26-001351	0000927384	Variable Insurance Products Fund III	811-07205	C88PZA3GJP7OWPNW6V03	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001049169-26-000330	0001763143	X-SQUARE BALANCED FUND	811-23417	549300Y8CI7NR73VZ434	90 CARR 165 Suite 803	Centro Internacional de Mercadeo II	Guaynabo	US-PR	US	00968	7872821621
0002071691-26-003945	0000919893	Templeton Dragon Fund, Inc.	811-08394	549300L5KGV2K28LYW59	300 S.E. 2nd Street		Fort Lauderdale	US-FL	US	33301-1923	954-527-7500
0002071691-26-003948	0000798523	Franklin New York Tax-Free Trust	811-04787	549300C6JQBK6DUNFI48	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0002071691-26-003951	0000795402	Templeton Income Trust	811-04706	549300DPTR6CMWVWRC18	300 S.E. 2nd Street		Fort Lauderdale	US-FL	US	33301-1923	954-527-7500
0002071691-26-003962	0001022804	Franklin Fund Allocator Series	811-07851	5493009BPYLDNZHEMO31	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0002071691-26-004008	0001022804	Franklin Fund Allocator Series	811-07851	5493009BPYLDNZHEMO31	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0002071691-26-003982	0000916488	Templeton Global Investment Trust	811-08226	549300O2JVKNR6RB3F35	300 S.E. 2nd Street		Fort Lauderdale	US-FL	US	33301-1923	954-527-7500
0002071691-26-004004	0001022804	Franklin Fund Allocator Series	811-07851	5493009BPYLDNZHEMO31	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0002071691-26-007305	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007317	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001410368-26-032969	0000896162	DFA INVESTMENT TRUST CO	811-07436	549300FSKWEXKF6YBM56	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-032970	0000896162	DFA INVESTMENT TRUST CO	811-07436	549300FSKWEXKF6YBM56	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0002071691-26-007383	0000906352	First Eagle Funds	811-07762	549300FE2F4XF7FZN136	1345 Avenue of the Americas		New York	US-NY	US	10105	800-334-2143
0002000324-26-001185	0001722388	Tidal Trust III	811-23312	254900O7GV43AAUCM784	234 West Florida Street	Suite 700	Milwaukee	US-WI	US	53204	8449867676
0001410368-26-033009	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-033052	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-033000	0000861929	DIMENSIONAL INVESTMENT GROUP INC	811-06067	549300HU43AV2FC6L876	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-033028	0000861929	DIMENSIONAL INVESTMENT GROUP INC	811-06067	549300HU43AV2FC6L876	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0000940400-26-011730	0000003521	ALGER FUNDS	811-01355	549300GSR7CWA7IW4H72	100 Pearl Street		New York	US-NY	US	10004-6030	212-806-8800
0001004726-26-002433	0001816125	Dimensional ETF Trust	811-23580	549300TQ0DPO13B72F34	6300 Bee Cave Road	Building One	Austin	US-TX	US	78746	512-306-7400
0000811869-26-000132	0000811869	Thrivent Mutual Funds	811-05075	549300K3CUETFK7U3B57	901 Marquette Avenue	Suite 2500	Minneapolis	US-MN	US	55402-3211	612-844-5168
0002048251-26-002393	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001049169-26-000895	0000915802	FINANCIAL INVESTORS TRUST	811-08194	549300XD6LCPI5YWPZ35	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001669626-26-000033	0001669626	Thrivent Core Funds	811-23149	549300UJJQ0UT7692449	901 Marquette Avenue	Suite 2500	Minneapolis	US-MN	US	55402-3211	612-844-5168
0001193125-26-130642	0001500233	Ironwood Institutional Multi-Strategy Fund LLC	811-22463	549300FYWC6KMN5NPQ25	One Market Plaza	Steuart Tower, Suite 2500	San Francisco	US-CA	US	94105	415-777-2400
0001478482-26-000094	0001478482	John Hancock Exchange-Traded Fund Trust	811-22733	5493009IOCA1ISM4Y592	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001478482-26-000107	0001478482	John Hancock Exchange-Traded Fund Trust	811-22733	5493009IOCA1ISM4Y592	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001478482-26-000105	0001478482	John Hancock Exchange-Traded Fund Trust	811-22733	5493009IOCA1ISM4Y592	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0000725781-26-000049	0000725781	AIM Sector Funds (Invesco Sector Funds)	811-03826	C791731MUP758KD8DB31	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001209466-26-000424	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
